,quality,Type,quality_label
2994,7,white,medium
2995,6,white,medium
2996,8,white,high
2997,6,white,medium
2998,7,white,medium
2999,7,white,medium
3000,7,white,medium
3001,7,white,medium
3002,7,white,medium
3003,7,white,medium
3004,6,white,medium
3005,6,white,medium
3006,6,white,medium
3007,7,white,medium
3008,7,white,medium
3009,6,white,medium
3010,5,white,low
3011,6,white,medium
3012,6,white,medium
3013,6,white,medium
3014,6,white,medium
3015,6,white,medium
3016,6,white,medium
3017,6,white,medium
3018,8,white,high
3019,6,white,medium
3020,6,white,medium
3021,4,white,low
3022,5,white,low
3023,6,white,medium
3024,6,white,medium
3025,7,white,medium
3026,6,white,medium
3027,5,white,low
3028,6,white,medium
3029,8,white,high
3030,8,white,high
3031,6,white,medium
3032,5,white,low
3033,6,white,medium
3034,6,white,medium
3035,7,white,medium
3036,5,white,low
3037,6,white,medium
3038,6,white,medium
3039,6,white,medium
3040,5,white,low
3041,6,white,medium
3042,6,white,medium
3043,6,white,medium
3044,6,white,medium
3045,6,white,medium
3046,6,white,medium
3047,5,white,low
3048,6,white,medium
3049,5,white,low
3050,4,white,low
3051,5,white,low
3052,7,white,medium
3053,5,white,low
3054,6,white,medium
3055,6,white,medium
3056,5,white,low
3057,5,white,low
3058,5,white,low
3059,6,white,medium
3060,5,white,low
3061,5,white,low
3062,8,white,high
3063,5,white,low
3064,5,white,low
3065,6,white,medium
3066,5,white,low
3067,4,white,low
3068,6,white,medium
3069,8,white,high
3070,8,white,high
3071,7,white,medium
3072,6,white,medium
3073,5,white,low
3074,5,white,low
3075,7,white,medium
3076,5,white,low
3077,5,white,low
3078,5,white,low
3079,5,white,low
3080,6,white,medium
3081,5,white,low
3082,6,white,medium
3083,7,white,medium
3084,6,white,medium
3085,6,white,medium
3086,7,white,medium
3087,3,white,low
3088,6,white,medium
3089,7,white,medium
3090,6,white,medium
3091,6,white,medium
3092,6,white,medium
3093,7,white,medium
3094,6,white,medium
3095,6,white,medium
3096,7,white,medium
3097,5,white,low
3098,7,white,medium
3099,7,white,medium
3100,7,white,medium
3101,6,white,medium
3102,6,white,medium
3103,7,white,medium
3104,5,white,low
3105,6,white,medium
3106,6,white,medium
3107,6,white,medium
3108,5,white,low
3109,4,white,low
3110,6,white,medium
3111,7,white,medium
3112,5,white,low
3113,6,white,medium
3114,6,white,medium
3115,6,white,medium
3116,7,white,medium
3117,7,white,medium
3118,7,white,medium
3119,5,white,low
3120,6,white,medium
3121,5,white,low
3122,6,white,medium
3123,5,white,low
3124,6,white,medium
3125,5,white,low
3126,7,white,medium
3127,5,white,low
3128,6,white,medium
3129,6,white,medium
3130,6,white,medium
3131,5,white,low
3132,6,white,medium
3133,6,white,medium
3134,6,white,medium
3135,6,white,medium
3136,5,white,low
3137,6,white,medium
3138,6,white,medium
3139,6,white,medium
3140,6,white,medium
3141,7,white,medium
3142,6,white,medium
3143,5,white,low
3144,6,white,medium
3145,6,white,medium
3146,6,white,medium
3147,6,white,medium
3148,6,white,medium
3149,6,white,medium
3150,6,white,medium
3151,6,white,medium
3152,6,white,medium
3153,6,white,medium
3154,6,white,medium
3155,7,white,medium
3156,5,white,low
3157,7,white,medium
3158,7,white,medium
3159,6,white,medium
3160,6,white,medium
3161,5,white,low
3162,7,white,medium
3163,7,white,medium
3164,6,white,medium
3165,6,white,medium
3166,6,white,medium
3167,7,white,medium
3168,6,white,medium
3169,6,white,medium
3170,6,white,medium
3171,6,white,medium
3172,8,white,high
3173,8,white,high
3174,8,white,high
3175,6,white,medium
3176,6,white,medium
3177,5,white,low
3178,6,white,medium
3179,4,white,low
3180,6,white,medium
3181,6,white,medium
3182,5,white,low
3183,6,white,medium
3184,7,white,medium
3185,6,white,medium
3186,4,white,low
3187,7,white,medium
3188,8,white,high
3189,5,white,low
3190,7,white,medium
3191,6,white,medium
3192,6,white,medium
3193,5,white,low
3194,5,white,low
3195,6,white,medium
3196,7,white,medium
3197,6,white,medium
3198,7,white,medium
3199,7,white,medium
3200,7,white,medium
3201,6,white,medium
3202,7,white,medium
3203,7,white,medium
3204,5,white,low
3205,7,white,medium
3206,7,white,medium
3207,6,white,medium
3208,5,white,low
3209,5,white,low
3210,5,white,low
3211,6,white,medium
3212,5,white,low
3213,6,white,medium
3214,6,white,medium
3215,6,white,medium
3216,5,white,low
3217,5,white,low
3218,4,white,low
3219,7,white,medium
3220,5,white,low
3221,6,white,medium
3222,6,white,medium
3223,6,white,medium
3224,6,white,medium
3225,7,white,medium
3226,6,white,medium
3227,6,white,medium
3228,6,white,medium
3229,7,white,medium
3230,6,white,medium
3231,6,white,medium
3232,5,white,low
3233,6,white,medium
3234,6,white,medium
3235,6,white,medium
3236,6,white,medium
3237,7,white,medium
3238,5,white,low
3239,7,white,medium
3240,6,white,medium
3241,7,white,medium
3242,6,white,medium
3243,7,white,medium
3244,7,white,medium
3245,5,white,low
3246,6,white,medium
3247,6,white,medium
3248,7,white,medium
3249,7,white,medium
3250,6,white,medium
3251,6,white,medium
3252,8,white,high
3253,8,white,high
3254,5,white,low
3255,6,white,medium
3256,6,white,medium
3257,6,white,medium
3258,6,white,medium
3259,6,white,medium
3260,6,white,medium
3261,5,white,low
3262,7,white,medium
3263,8,white,high
3264,6,white,medium
3265,3,white,low
3266,6,white,medium
3267,6,white,medium
3268,6,white,medium
3269,5,white,low
3270,5,white,low
3271,7,white,medium
3272,7,white,medium
3273,7,white,medium
3274,5,white,low
3275,4,white,low
3276,8,white,high
3277,7,white,medium
3278,5,white,low
3279,6,white,medium
3280,5,white,low
3281,6,white,medium
3282,7,white,medium
3283,6,white,medium
3284,6,white,medium
3285,7,white,medium
3286,7,white,medium
3287,7,white,medium
3288,6,white,medium
3289,5,white,low
3290,5,white,low
3291,8,white,high
3292,5,white,low
3293,7,white,medium
3294,6,white,medium
3295,5,white,low
3296,5,white,low
3297,5,white,low
3298,6,white,medium
3299,7,white,medium
3300,5,white,low
3301,8,white,high
3302,6,white,medium
3303,7,white,medium
3304,7,white,medium
3305,7,white,medium
3306,7,white,medium
3307,3,white,low
3308,6,white,medium
3309,7,white,medium
3310,7,white,medium
3311,7,white,medium
3312,7,white,medium
3313,7,white,medium
3314,6,white,medium
3315,7,white,medium
3316,6,white,medium
3317,6,white,medium
3318,7,white,medium
3319,5,white,low
3320,5,white,low
3321,6,white,medium
3322,7,white,medium
3323,6,white,medium
3324,6,white,medium
3325,7,white,medium
3326,5,white,low
3327,7,white,medium
3328,5,white,low
3329,6,white,medium
3330,6,white,medium
3331,6,white,medium
3332,7,white,medium
3333,6,white,medium
3334,6,white,medium
3335,6,white,medium
3336,6,white,medium
3337,6,white,medium
3338,6,white,medium
3339,6,white,medium
3340,6,white,medium
3341,6,white,medium
3342,5,white,low
3343,7,white,medium
3344,6,white,medium
3345,6,white,medium
3346,6,white,medium
3347,6,white,medium
3348,6,white,medium
3349,6,white,medium
3350,6,white,medium
3351,6,white,medium
3352,6,white,medium
3353,6,white,medium
3354,7,white,medium
3355,6,white,medium
3356,6,white,medium
3357,7,white,medium
3358,6,white,medium
3359,6,white,medium
3360,7,white,medium
3361,6,white,medium
3362,6,white,medium
3363,6,white,medium
3364,6,white,medium
3365,7,white,medium
3366,6,white,medium
3367,6,white,medium
3368,6,white,medium
3369,7,white,medium
3370,6,white,medium
3371,6,white,medium
3372,6,white,medium
3373,7,white,medium
3374,5,white,low
3375,6,white,medium
3376,6,white,medium
3377,6,white,medium
3378,8,white,high
3379,5,white,low
3380,7,white,medium
3381,7,white,medium
3382,7,white,medium
3383,6,white,medium
3384,6,white,medium
3385,6,white,medium
3386,8,white,high
3387,5,white,low
3388,6,white,medium
3389,7,white,medium
3390,6,white,medium
3391,8,white,high
3392,6,white,medium
3393,6,white,medium
3394,5,white,low
3395,5,white,low
3396,6,white,medium
3397,6,white,medium
3398,5,white,low
3399,6,white,medium
3400,6,white,medium
3401,5,white,low
3402,6,white,medium
3403,5,white,low
3404,6,white,medium
3405,6,white,medium
3406,6,white,medium
3407,5,white,low
3408,6,white,medium
3409,3,white,low
3410,7,white,medium
3411,6,white,medium
3412,6,white,medium
3413,6,white,medium
3414,7,white,medium
3415,7,white,medium
3416,6,white,medium
3417,4,white,low
3418,6,white,medium
3419,7,white,medium
3420,5,white,low
3421,8,white,high
3422,8,white,high
3423,5,white,low
3424,6,white,medium
3425,6,white,medium
3426,6,white,medium
3427,6,white,medium
3428,6,white,medium
3429,5,white,low
3430,6,white,medium
3431,6,white,medium
3432,5,white,low
3433,7,white,medium
3434,6,white,medium
3435,6,white,medium
3436,6,white,medium
3437,5,white,low
3438,5,white,low
3439,5,white,low
3440,5,white,low
3441,5,white,low
3442,7,white,medium
3443,6,white,medium
3444,5,white,low
3445,8,white,high
3446,6,white,medium
3447,6,white,medium
3448,7,white,medium
3449,8,white,high
3450,7,white,medium
3451,7,white,medium
3452,5,white,low
3453,6,white,medium
3454,5,white,low
3455,6,white,medium
3456,5,white,low
3457,7,white,medium
3458,7,white,medium
3459,6,white,medium
3460,6,white,medium
3461,8,white,high
3462,6,white,medium
3463,7,white,medium
3464,5,white,low
3465,6,white,medium
3466,6,white,medium
3467,5,white,low
3468,8,white,high
3469,6,white,medium
3470,8,white,high
3471,6,white,medium
3472,6,white,medium
3473,8,white,high
3474,6,white,medium
3475,6,white,medium
3476,8,white,high
3477,7,white,medium
3478,6,white,medium
3479,7,white,medium
3480,8,white,high
3481,5,white,low
3482,8,white,high
3483,7,white,medium
3484,8,white,high
3485,7,white,medium
3486,6,white,medium
3487,6,white,medium
3488,6,white,medium
3489,8,white,high
3490,7,white,medium
3491,6,white,medium
3492,7,white,medium
3493,7,white,medium
3494,6,white,medium
3495,7,white,medium
3496,7,white,medium
3497,6,white,medium
3498,6,white,medium
3499,7,white,medium
3500,7,white,medium
3501,6,white,medium
3502,5,white,low
3503,7,white,medium
3504,7,white,medium
3505,7,white,medium
3506,6,white,medium
3507,7,white,medium
3508,5,white,low
3509,6,white,medium
3510,6,white,medium
3511,7,white,medium
3512,6,white,medium
3513,6,white,medium
3514,6,white,medium
3515,7,white,medium
3516,7,white,medium
3517,7,white,medium
3518,5,white,low
3519,7,white,medium
3520,5,white,low
3521,7,white,medium
3522,5,white,low
3523,5,white,low
3524,6,white,medium
3525,6,white,medium
3526,6,white,medium
3527,6,white,medium
3528,4,white,low
3529,7,white,medium
3530,5,white,low
3531,5,white,low
3532,6,white,medium
3533,6,white,medium
3534,5,white,low
3535,5,white,low
3536,6,white,medium
3537,5,white,low
3538,7,white,medium
3539,6,white,medium
3540,6,white,medium
3541,6,white,medium
3542,6,white,medium
3543,6,white,medium
3544,6,white,medium
3545,6,white,medium
3546,6,white,medium
3547,6,white,medium
3548,6,white,medium
3549,6,white,medium
3550,6,white,medium
3551,6,white,medium
3552,6,white,medium
3553,6,white,medium
3554,6,white,medium
3555,6,white,medium
3556,7,white,medium
3557,6,white,medium
3558,6,white,medium
3559,4,white,low
3560,6,white,medium
3561,5,white,low
3562,6,white,medium
3563,5,white,low
3564,6,white,medium
3565,6,white,medium
3566,6,white,medium
3567,6,white,medium
3568,7,white,medium
3569,6,white,medium
3570,6,white,medium
3571,4,white,low
3572,6,white,medium
3573,6,white,medium
3574,6,white,medium
3575,7,white,medium
3576,5,white,low
3577,7,white,medium
3578,4,white,low
3579,7,white,medium
3580,5,white,low
3581,7,white,medium
3582,6,white,medium
3583,6,white,medium
3584,7,white,medium
3585,7,white,medium
3586,7,white,medium
3587,6,white,medium
3588,6,white,medium
3589,6,white,medium
3590,7,white,medium
3591,5,white,low
3592,7,white,medium
3593,7,white,medium
3594,7,white,medium
3595,7,white,medium
3596,7,white,medium
3597,6,white,medium
3598,7,white,medium
3599,6,white,medium
3600,6,white,medium
3601,7,white,medium
3602,6,white,medium
3603,7,white,medium
3604,6,white,medium
3605,5,white,low
3606,5,white,low
3607,6,white,medium
3608,6,white,medium
3609,6,white,medium
3610,5,white,low
3611,6,white,medium
3612,6,white,medium
3613,6,white,medium
3614,5,white,low
3615,6,white,medium
3616,5,white,low
3617,5,white,low
3618,7,white,medium
3619,6,white,medium
3620,7,white,medium
3621,7,white,medium
3622,6,white,medium
3623,6,white,medium
3624,7,white,medium
3625,5,white,low
3626,5,white,low
3627,5,white,low
3628,6,white,medium
3629,6,white,medium
3630,6,white,medium
3631,6,white,medium
3632,6,white,medium
3633,6,white,medium
3634,7,white,medium
3635,6,white,medium
3636,7,white,medium
3637,7,white,medium
3638,7,white,medium
3639,6,white,medium
3640,6,white,medium
3641,6,white,medium
3642,6,white,medium
3643,6,white,medium
3644,7,white,medium
3645,6,white,medium
3646,7,white,medium
3647,7,white,medium
3648,5,white,low
3649,6,white,medium
3650,4,white,low
3651,6,white,medium
3652,6,white,medium
3653,6,white,medium
3654,6,white,medium
3655,7,white,medium
3656,7,white,medium
3657,8,white,high
3658,7,white,medium
3659,8,white,high
3660,8,white,high
3661,6,white,medium
3662,4,white,low
3663,6,white,medium
3664,8,white,high
3665,8,white,high
3666,7,white,medium
3667,8,white,high
3668,5,white,low
3669,7,white,medium
3670,6,white,medium
3671,7,white,medium
3672,8,white,high
3673,7,white,medium
3674,5,white,low
3675,6,white,medium
3676,7,white,medium
3677,6,white,medium
3678,5,white,low
3679,7,white,medium
3680,6,white,medium
3681,8,white,high
3682,7,white,medium
3683,6,white,medium
3684,7,white,medium
3685,6,white,medium
3686,5,white,low
3687,5,white,low
3688,6,white,medium
3689,8,white,high
3690,7,white,medium
3691,6,white,medium
3692,7,white,medium
3693,7,white,medium
3694,5,white,low
3695,6,white,medium
3696,7,white,medium
3697,6,white,medium
3698,6,white,medium
3699,5,white,low
3700,5,white,low
3701,5,white,low
3702,6,white,medium
3703,6,white,medium
3704,6,white,medium
3705,6,white,medium
3706,6,white,medium
3707,6,white,medium
3708,5,white,low
3709,5,white,low
3710,5,white,low
3711,6,white,medium
3712,5,white,low
3713,5,white,low
3714,4,white,low
3715,6,white,medium
3716,5,white,low
3717,6,white,medium
3718,5,white,low
3719,5,white,low
3720,7,white,medium
3721,5,white,low
3722,5,white,low
3723,7,white,medium
3724,6,white,medium
3725,6,white,medium
3726,7,white,medium
3727,7,white,medium
3728,7,white,medium
3729,5,white,low
3730,6,white,medium
3731,6,white,medium
3732,5,white,low
3733,6,white,medium
3734,5,white,low
3735,6,white,medium
3736,4,white,low
3737,5,white,low
3738,6,white,medium
3739,7,white,medium
3740,7,white,medium
3741,7,white,medium
3742,7,white,medium
3743,7,white,medium
3744,7,white,medium
3745,7,white,medium
3746,5,white,low
3747,6,white,medium
3748,5,white,low
3749,6,white,medium
3750,7,white,medium
3751,5,white,low
3752,5,white,low
3753,5,white,low
3754,8,white,high
3755,6,white,medium
3756,5,white,low
3757,5,white,low
3758,5,white,low
3759,6,white,medium
3760,6,white,medium
3761,7,white,medium
3762,5,white,low
3763,5,white,low
3764,8,white,high
3765,5,white,low
3766,5,white,low
3767,5,white,low
3768,6,white,medium
3769,5,white,low
3770,4,white,low
3771,6,white,medium
3772,6,white,medium
3773,5,white,low
3774,5,white,low
3775,6,white,medium
3776,5,white,low
3777,6,white,medium
3778,7,white,medium
3779,7,white,medium
3780,5,white,low
3781,6,white,medium
3782,6,white,medium
3783,5,white,low
3784,6,white,medium
3785,7,white,medium
3786,5,white,low
3787,5,white,low
3788,5,white,low
3789,6,white,medium
3790,5,white,low
3791,5,white,low
3792,6,white,medium
3793,6,white,medium
3794,5,white,low
3795,6,white,medium
3796,6,white,medium
3797,5,white,low
3798,5,white,low
3799,5,white,low
3800,5,white,low
3801,6,white,medium
3802,5,white,low
3803,6,white,medium
3804,5,white,low
3805,6,white,medium
3806,5,white,low
3807,5,white,low
3808,6,white,medium
3809,6,white,medium
3810,3,white,low
3811,5,white,low
3812,5,white,low
3813,5,white,low
3814,5,white,low
3815,7,white,medium
3816,5,white,low
3817,6,white,medium
3818,6,white,medium
3819,6,white,medium
3820,5,white,low
3821,6,white,medium
3822,6,white,medium
3823,5,white,low
3824,7,white,medium
3825,6,white,medium
3826,6,white,medium
3827,5,white,low
3828,6,white,medium
3829,7,white,medium
3830,7,white,medium
3831,5,white,low
3832,5,white,low
3833,6,white,medium
3834,5,white,low
3835,5,white,low
3836,6,white,medium
3837,6,white,medium
3838,5,white,low
3839,5,white,low
3840,6,white,medium
3841,6,white,medium
3842,6,white,medium
3843,7,white,medium
3844,6,white,medium
3845,5,white,low
3846,6,white,medium
3847,5,white,low
3848,6,white,medium
3849,5,white,low
3850,6,white,medium
3851,7,white,medium
3852,6,white,medium
3853,7,white,medium
3854,6,white,medium
3855,6,white,medium
3856,6,white,medium
3857,6,white,medium
3858,6,white,medium
3859,5,white,low
3860,5,white,low
3861,6,white,medium
3862,6,white,medium
3863,6,white,medium
3864,7,white,medium
3865,6,white,medium
3866,6,white,medium
3867,5,white,low
3868,6,white,medium
3869,6,white,medium
3870,6,white,medium
3871,6,white,medium
3872,4,white,low
3873,5,white,low
3874,5,white,low
3875,7,white,medium
3876,5,white,low
3877,5,white,low
3878,5,white,low
3879,4,white,low
3880,6,white,medium
3881,6,white,medium
3882,5,white,low
3883,6,white,medium
3884,6,white,medium
3885,6,white,medium
3886,6,white,medium
3887,6,white,medium
3888,6,white,medium
3889,6,white,medium
3890,6,white,medium
3891,5,white,low
3892,5,white,low
3893,5,white,low
3894,6,white,medium
3895,6,white,medium
3896,6,white,medium
3897,6,white,medium
3898,7,white,medium
3899,5,white,low
3900,5,white,low
3901,4,white,low
3902,6,white,medium
3903,6,white,medium
3904,7,white,medium
3905,7,white,medium
3906,7,white,medium
3907,7,white,medium
3908,7,white,medium
3909,7,white,medium
3910,6,white,medium
3911,6,white,medium
3912,7,white,medium
3913,6,white,medium
3914,7,white,medium
3915,7,white,medium
3916,6,white,medium
3917,5,white,low
3918,7,white,medium
3919,6,white,medium
3920,6,white,medium
3921,5,white,low
3922,7,white,medium
3923,5,white,low
3924,5,white,low
3925,5,white,low
3926,6,white,medium
3927,5,white,low
3928,5,white,low
3929,5,white,low
3930,6,white,medium
3931,6,white,medium
3932,8,white,high
3933,4,white,low
3934,6,white,medium
3935,5,white,low
3936,6,white,medium
3937,5,white,low
3938,6,white,medium
3939,6,white,medium
3940,5,white,low
3941,5,white,low
3942,6,white,medium
3943,6,white,medium
3944,6,white,medium
3945,6,white,medium
3946,6,white,medium
3947,7,white,medium
3948,5,white,low
3949,5,white,low
3950,5,white,low
3951,5,white,low
3952,6,white,medium
3953,7,white,medium
3954,5,white,low
3955,6,white,medium
3956,5,white,low
3957,5,white,low
3958,6,white,medium
3959,6,white,medium
3960,6,white,medium
3961,5,white,low
3962,7,white,medium
3963,7,white,medium
3964,5,white,low
3965,4,white,low
3966,6,white,medium
3967,4,white,low
3968,6,white,medium
3969,6,white,medium
3970,7,white,medium
3971,6,white,medium
3972,6,white,medium
3973,4,white,low
3974,6,white,medium
3975,7,white,medium
3976,7,white,medium
3977,6,white,medium
3978,7,white,medium
3979,6,white,medium
3980,5,white,low
3981,7,white,medium
3982,7,white,medium
3983,6,white,medium
3984,7,white,medium
3985,6,white,medium
3986,6,white,medium
3987,6,white,medium
3988,6,white,medium
3989,6,white,medium
3990,6,white,medium
3991,5,white,low
3992,7,white,medium
3993,7,white,medium
3994,7,white,medium
3995,5,white,low
3996,7,white,medium
3997,7,white,medium
3998,6,white,medium
3999,6,white,medium
4000,6,white,medium
4001,5,white,low
4002,6,white,medium
4003,6,white,medium
4004,7,white,medium
4005,6,white,medium
4006,6,white,medium
4007,5,white,low
4008,6,white,medium
4009,6,white,medium
4010,6,white,medium
4011,7,white,medium
4012,6,white,medium
4013,6,white,medium
4014,6,white,medium
4015,5,white,low
4016,5,white,low
4017,6,white,medium
4018,6,white,medium
4019,5,white,low
4020,4,white,low
4021,5,white,low
4022,5,white,low
4023,6,white,medium
4024,6,white,medium
4025,6,white,medium
4026,6,white,medium
4027,5,white,low
4028,6,white,medium
4029,6,white,medium
4030,5,white,low
4031,5,white,low
4032,5,white,low
4033,6,white,medium
4034,5,white,low
4035,6,white,medium
4036,5,white,low
4037,5,white,low
4038,5,white,low
4039,4,white,low
4040,5,white,low
4041,5,white,low
4042,7,white,medium
4043,7,white,medium
4044,7,white,medium
4045,7,white,medium
4046,7,white,medium
4047,6,white,medium
4048,6,white,medium
4049,6,white,medium
4050,7,white,medium
4051,6,white,medium
4052,5,white,low
4053,7,white,medium
4054,7,white,medium
4055,6,white,medium
4056,5,white,low
4057,6,white,medium
4058,6,white,medium
4059,6,white,medium
4060,5,white,low
4061,5,white,low
4062,6,white,medium
4063,5,white,low
4064,5,white,low
4065,8,white,high
4066,6,white,medium
4067,5,white,low
4068,6,white,medium
4069,6,white,medium
4070,5,white,low
4071,6,white,medium
4072,7,white,medium
4073,5,white,low
4074,4,white,low
4075,6,white,medium
4076,5,white,low
4077,6,white,medium
4078,6,white,medium
4079,6,white,medium
4080,6,white,medium
4081,6,white,medium
4082,6,white,medium
4083,5,white,low
4084,8,white,high
4085,6,white,medium
4086,6,white,medium
4087,6,white,medium
4088,6,white,medium
4089,6,white,medium
4090,6,white,medium
4091,6,white,medium
4092,6,white,medium
4093,6,white,medium
4094,7,white,medium
4095,6,white,medium
4096,5,white,low
4097,6,white,medium
4098,5,white,low
4099,6,white,medium
4100,6,white,medium
4101,5,white,low
4102,5,white,low
4103,7,white,medium
4104,7,white,medium
4105,7,white,medium
4106,5,white,low
4107,6,white,medium
4108,6,white,medium
4109,6,white,medium
4110,5,white,low
4111,6,white,medium
4112,6,white,medium
4113,6,white,medium
4114,6,white,medium
4115,6,white,medium
4116,6,white,medium
4117,6,white,medium
4118,8,white,high
4119,7,white,medium
4120,5,white,low
4121,6,white,medium
4122,6,white,medium
4123,6,white,medium
4124,7,white,medium
4125,5,white,low
4126,5,white,low
4127,5,white,low
4128,5,white,low
4129,7,white,medium
4130,6,white,medium
4131,5,white,low
4132,5,white,low
4133,6,white,medium
4134,6,white,medium
4135,5,white,low
4136,6,white,medium
4137,5,white,low
4138,6,white,medium
4139,7,white,medium
4140,6,white,medium
4141,6,white,medium
4142,6,white,medium
4143,6,white,medium
4144,6,white,medium
4145,6,white,medium
4146,7,white,medium
4147,7,white,medium
4148,6,white,medium
4149,7,white,medium
4150,5,white,low
4151,6,white,medium
4152,6,white,medium
4153,5,white,low
4154,5,white,low
4155,5,white,low
4156,5,white,low
4157,7,white,medium
4158,7,white,medium
4159,7,white,medium
4160,7,white,medium
4161,7,white,medium
4162,7,white,medium
4163,5,white,low
4164,5,white,low
4165,7,white,medium
4166,7,white,medium
4167,8,white,high
4168,6,white,medium
4169,7,white,medium
4170,7,white,medium
4171,5,white,low
4172,6,white,medium
4173,5,white,low
4174,6,white,medium
4175,7,white,medium
4176,6,white,medium
4177,6,white,medium
4178,7,white,medium
4179,5,white,low
4180,6,white,medium
4181,6,white,medium
4182,6,white,medium
4183,7,white,medium
4184,7,white,medium
4185,5,white,low
4186,5,white,low
4187,6,white,medium
4188,6,white,medium
4189,5,white,low
4190,6,white,medium
4191,5,white,low
4192,6,white,medium
4193,6,white,medium
4194,6,white,medium
4195,8,white,high
4196,6,white,medium
4197,5,white,low
4198,5,white,low
4199,6,white,medium
4200,6,white,medium
4201,6,white,medium
4202,6,white,medium
4203,5,white,low
4204,6,white,medium
4205,6,white,medium
4206,6,white,medium
4207,7,white,medium
4208,6,white,medium
4209,6,white,medium
4210,6,white,medium
4211,6,white,medium
4212,4,white,low
4213,4,white,low
4214,5,white,low
4215,5,white,low
4216,5,white,low
4217,4,white,low
4218,6,white,medium
4219,5,white,low
4220,6,white,medium
4221,6,white,medium
4222,4,white,low
4223,4,white,low
4224,7,white,medium
4225,5,white,low
4226,7,white,medium
4227,7,white,medium
4228,6,white,medium
4229,6,white,medium
4230,6,white,medium
4231,6,white,medium
4232,6,white,medium
4233,6,white,medium
4234,6,white,medium
4235,5,white,low
4236,5,white,low
4237,5,white,low
4238,5,white,low
4239,7,white,medium
4240,6,white,medium
4241,6,white,medium
4242,7,white,medium
4243,6,white,medium
4244,5,white,low
4245,5,white,low
4246,6,white,medium
4247,6,white,medium
4248,6,white,medium
4249,6,white,medium
4250,6,white,medium
4251,6,white,medium
4252,6,white,medium
4253,4,white,low
4254,5,white,low
4255,5,white,low
4256,5,white,low
4257,5,white,low
4258,6,white,medium
4259,6,white,medium
4260,6,white,medium
4261,7,white,medium
4262,6,white,medium
4263,6,white,medium
4264,6,white,medium
4265,6,white,medium
4266,7,white,medium
4267,7,white,medium
4268,6,white,medium
4269,5,white,low
4270,6,white,medium
4271,5,white,low
4272,6,white,medium
4273,6,white,medium
4274,6,white,medium
4275,6,white,medium
4276,7,white,medium
4277,5,white,low
4278,4,white,low
4279,6,white,medium
4280,6,white,medium
4281,5,white,low
4282,5,white,low
4283,6,white,medium
4284,6,white,medium
4285,6,white,medium
4286,6,white,medium
4287,5,white,low
4288,6,white,medium
4289,6,white,medium
4290,5,white,low
4291,5,white,low
4292,6,white,medium
4293,5,white,low
4294,5,white,low
4295,5,white,low
4296,6,white,medium
4297,6,white,medium
4298,6,white,medium
4299,6,white,medium
4300,5,white,low
4301,5,white,low
4302,6,white,medium
4303,6,white,medium
4304,6,white,medium
4305,6,white,medium
4306,6,white,medium
4307,7,white,medium
4308,6,white,medium
4309,6,white,medium
4310,6,white,medium
4311,5,white,low
4312,6,white,medium
4313,6,white,medium
4314,7,white,medium
4315,7,white,medium
4316,5,white,low
4317,7,white,medium
4318,7,white,medium
4319,7,white,medium
4320,5,white,low
4321,6,white,medium
4322,7,white,medium
4323,6,white,medium
4324,6,white,medium
4325,5,white,low
4326,5,white,low
4327,5,white,low
4328,5,white,low
4329,5,white,low
4330,5,white,low
4331,5,white,low
4332,8,white,high
4333,8,white,high
4334,8,white,high
4335,8,white,high
4336,8,white,high
4337,8,white,high
4338,8,white,high
4339,8,white,high
4340,8,white,high
4341,6,white,medium
4342,6,white,medium
4343,6,white,medium
4344,6,white,medium
4345,6,white,medium
4346,6,white,medium
4347,7,white,medium
4348,6,white,medium
4349,5,white,low
4350,6,white,medium
4351,6,white,medium
4352,5,white,low
4353,6,white,medium
4354,6,white,medium
4355,6,white,medium
4356,5,white,low
4357,6,white,medium
4358,5,white,low
4359,6,white,medium
4360,5,white,low
4361,6,white,medium
4362,6,white,medium
4363,5,white,low
4364,6,white,medium
4365,5,white,low
4366,6,white,medium
4367,5,white,low
4368,6,white,medium
4369,6,white,medium
4370,5,white,low
4371,5,white,low
4372,6,white,medium
4373,6,white,medium
4374,5,white,low
4375,6,white,medium
4376,5,white,low
4377,6,white,medium
4378,5,white,low
4379,5,white,low
4380,6,white,medium
4381,6,white,medium
4382,6,white,medium
4383,6,white,medium
4384,5,white,low
4385,5,white,low
4386,6,white,medium
4387,6,white,medium
4388,6,white,medium
4389,4,white,low
4390,5,white,low
4391,5,white,low
4392,5,white,low
4393,6,white,medium
4394,6,white,medium
4395,5,white,low
4396,5,white,low
4397,5,white,low
4398,5,white,low
4399,5,white,low
4400,5,white,low
4401,6,white,medium
4402,6,white,medium
4403,5,white,low
4404,5,white,low
4405,5,white,low
4406,7,white,medium
4407,6,white,medium
4408,5,white,low
4409,7,white,medium
4410,5,white,low
4411,7,white,medium
4412,7,white,medium
4413,7,white,medium
4414,7,white,medium
4415,5,white,low
4416,5,white,low
4417,6,white,medium
4418,6,white,medium
4419,6,white,medium
4420,6,white,medium
4421,6,white,medium
4422,6,white,medium
4423,6,white,medium
4424,6,white,medium
4425,6,white,medium
4426,6,white,medium
4427,5,white,low
4428,6,white,medium
4429,6,white,medium
4430,5,white,low
4431,6,white,medium
4432,6,white,medium
4433,5,white,low
4434,6,white,medium
4435,6,white,medium
4436,6,white,medium
4437,6,white,medium
4438,5,white,low
